,source,text,words
333,wiki,"On 19 May 2022, FIFA announced 24 video assistant referees (VARs) had been appointed.",14
334,wiki,"Group B of the 2022 FIFA World Cup took place from 21 to 29 November 2022. The group consisted of national association football teams from England, Iran, the United States and Wales. Both England and the United States progressed to the round of 16 undefeated. England won the group, winning two games and drawing the other, while the United States won one and drew the other two. Iran finished the group third, having won a single game, with Wales finishing fourth with a single point.
Initially noted for unusually containing four teams all ranked in the top 20 at the time of the tournament, as well as two teams within the same sovereign state and other geopolitical conflicts, various incidents relating to Qatar's ban on LGBTQ+ symbols affected the games on the first match day.",135
335,wiki,"The teams were decided by the World Cup draw that took place on 1 April 2022. The group was set to receive one team from each pot, which sorted all World Cup teams by position on the FIFA World Rankings. The first team drawn was England, which secured qualification as a pot one team by winning Group I of UEFA qualification. The second pot team, the United States, qualified by finishing third in CONCACAF qualification. The third team was Iran, which won Group A of the AFC Third Round. The final team was not known at the time of the draw, as it was the UEFA Second Round Path A winner. Wales defeated Ukraine 1–0 to qualify for this position.Group B was widely described as the ""group of death"" before the tournament. It had the highest average FIFA ranking of any group, and controversy given by the political hostility existing between Iran and the United Kingdom, and between Iran and the United States.
Notes",164
336,wiki,,0
337,wiki,"England captain Harry Kane, Wales captain Gareth Bale, and several other European captains intended to wear OneLove rainbow armbands promoting acceptance and diversity during the World Cup; shortly before England's opening match (the first match to feature one of these nations), however, FIFA announced that players wearing these armbands would face ""unlimited"" sanctions, with a yellow card given at minimum. The affected football associations said they would not put their players in this position, criticising FIFA for the ruling. A spokesperson for Rishi Sunak, the British Prime Minister, also criticised FIFA for introducing player punishment for the armbands. After the first United States match, and though the US had not been intending to wear the armband, Antony Blinken, the US Secretary of State, the nation's highest diplomat in Qatar, described the ban as ""concerning"".At the England–Iran match, BBC pundit and former England women's team captain Alex Scott chose to wear a OneLove armband while being interviewed pitchside ahead of the match, a move that was praised. At the United States–Wales match, though she did not appear on screen, German ZDF broadcaster Claudia Neumann wore a rainbow armband and Pride shirt, later telling the Sport-Informations-Dienst that she wanted to set an example, lamenting that the captains would not be able to wear the armbands. During England's second match, the Wembley Stadium arch, iconic of the team's home stadium, was lit up in rainbow colours.",233
338,wiki,"Many Wales fans in attendance at their first match as part of the nation's official LGBTQ+ supporters group wore the group's rainbow Wales bucket hats. Women who had these hats, including former women's team captain Laura McAllister, were prohibited from entering the stadium with them; McAllister reported that the security officials told her it was ""a banned symbol"". At the same match, American journalist Grant Wahl was reportedly detained for 25 minutes when attempting to enter the stadium wearing a Pride shirt, being told it was ""political"" and being asked if he was British; he said that FIFA later apologised to him and security allowed him to enter with the shirt.After the match, the Football Association of Wales confronted FIFA about the confiscation of the bucket hats, and FIFA entered talks with the Qatari Supreme Committee to discuss the Qatar commitment to make all fans welcome at the World Cup, also citing an incident of an American fan with a rainbow flag being harassed.",164
339,wiki,"In the round of 16:

The winners of Group B, England, advanced to play the runners-up of Group A, Senegal.
The runners-up of Group B, the United States, advanced to play the winners of Group A, the Netherlands.",38
340,wiki,"Matches took place between 21 to 29 November 2022. All times listed are local, AST (UTC+3).",16
341,wiki,"The opening match of Group B was contested between England and Iran. The two sides had never played each other in a competitive match. Many England supporters missed the start of the match due to problems with FIFA's ticketing app. In defiance of their government, the Iranian team refused to sing their national anthem ahead of the match, a sign of support for the Mahsa Amini protests in their own country. Many Iranian women, some of them bearing protest signs, were in attendance at the match, a gesture which by itself was considered an act of protest as women are barred from football matches in Iran.The match was delayed for seven minutes in the first half after head to head collision between the Iranian goalkeeper Alireza Beiranvand and defender Majid Hosseini. Beiranvand initially seemed to be convinced to continue playing by Iran captain Ehsan Hajsafi despite appearing to be dazed and taking his gloves and shirt off after he received treatment, drawing criticism from the brain injury charity Headway. After collapsing on the field minutes later, Beiranvand was substituted for Hossein Hosseini. England scored three first-half goals: Jude Bellingham opened with his first ever senior England goal in the 35th minute, with Bukayo Saka (in the 43rd minute) and Raheem Sterling (in the first minute of stoppage time) being the other contributors to the scoreline up to this point.In the second half, England's Saka scored his second of the game in the 62nd minute, before Iran's Mehdi Taremi scored with their first shot on target. England defender Harry Maguire was then removed from play after also suffering a head injury. Substitute Marcus Rashford, who had been introduced a minute before, scored England's fifth goal with his third touch of the game. Shortly into stoppage time, Jack Grealish scored England's sixth goal. The final goal, a contentious penalty kick for Iran, was scored two-and-a-half minutes after the final whistle, awarded only after a review of a late-occurring foul was suggested by the VAR. Taremi converted from the penalty kick, but the 6–2 defeat was Iran's worst in any FIFA World Cup match, surpassing its 4–1 defeat by Peru in 1978. The Iranian media blamed the ""humiliating"" loss on the protests in their country affecting their players' mindset, additionally claiming that the United States and its allies, including the United Kingdom, had manufactured the protests to disrupt Iran; though these nations comprise all of Iran's group stage competition, the line of blame is common due to longstanding political tensions.",417
342,wiki,"The second match was between the United States and Wales. The teams met twice previously in friendly matches: the United States won 2–0 in 2003 and the two teams drew 0–0 in 2020. The game was broadcast on ITV in the United Kingdom, with the network announcing during the broadcast that its technical director, Roger Pearce, had died in Qatar.The United States scored the opening goal in the 32nd minute when Tim Weah scored after a pass over the top by Christian Pulisic. The United States team outplayed Wales in the first half, but in the second half Wales outshone them, being tactically better, particularly after introducing substitute Kieffer Moore. Late into the second half, Bale was fouled in the box by Walker Zimmerman and scored the resulting penalty kick. After over nine minutes of stoppage time, the match finished 1–1 with the United States picking up four yellow cards, the most they had received since the 2002 FIFA World Cup match against Germany.",164
343,wiki,"Wales had faced Iran previously only once, in a friendly game in 1978 that ended in a 1–0 win for Wales. The Iranian team opted to sing their national anthem at this match. The game was driven by Iran in attack and quick counter-attack, with Wales mostly holding in defence; though Wales made attempts in attack, their midfield was described by BBC Sport's Dafydd Pritchard as ""worryingly porous"". In the first half, Iran had a goal from Ali Gholizadeh disallowed by VAR for offside. Early in the second half, Iran had two attempts hit each post in quick succession.In the 86th minute Welsh goalkeeper Wayne Hennessey was originally given a yellow card for a foul he committed outside his penalty area. However, on review by VAR, this was upgraded to a red card. Iran substitute Rouzbeh Cheshmi scored the first goal eight minutes into stoppage time, followed by Ramin Rezaeian scoring three minutes later to give Iran's first-ever win against a European team in the FIFA World Cup. Cheshmi's goal was the latest-minute match-winning goal scored in any World Cup game (excluding extra-time) since the 1966 FIFA World Cup in England when exact goal times were first made available. Officially, nine minutes of stoppage time were added; with further delays in the added time, over twelve minutes were actually played.",220
344,wiki,"The teams had previously met twice in the World Cup. The United States won 1–0 in the 1950 FIFA World Cup in Brazil and the teams drew 1–1 in the 2010 FIFA World Cup in South Africa. United States captain Tyler Adams described their opponents as ""an athletic team"" and said that his own team was ""really dominant at times"" in their previous match against Wales, while England's Bellingham noted that the teams had been ""talking some smack"" on social media.England's lineup remained unchanged, while the United States chose Haji Wright over Josh Sargent in attack. Harry Kane had a shot blocked in the box in the 9th minute before United States player Weston McKennie missed a shot in the six-yard box and Pulisic hit the crossbar in the 32nd minute. The match featured only a small number of chances, with only four shots on target between the two teams. Despite not losing the game, many England fans booed the team after the match ended.",165
345,wiki,"The teams had met 103 times, most recently in a friendly game in 2020 won 3–0 by England. This was their second meeting in a major tournament, the first being the group stage of UEFA Euro 2016 in France, which ended in a 2–1 win for England. The teams have met in multiple FIFA World Cup qualifiers, including two British Home Championship matches that served as World Cup qualifiers (in the 1949–50 British Home Championship and 1953–54 British Home Championship) as well as in the 1974 FIFA World Cup qualification – UEFA Group 5 and the 2006 FIFA World Cup qualification – UEFA Group 6 tournaments.Marcus Rashford had the best chance of the first half, but his chipped shot was saved by Wales goalkeeper Danny Ward. The first half ended goalless, however, Rashford scored a direct free kick in the 51st minute to give England the lead. Shortly after the restart, Rashford won the ball in the Welsh defence and passed to Kane, who crossed the ball low from the right for Phil Foden to score at the back post. Rashford got his second of the game in the 68th minute with a shot from deep inside the Welsh penalty area that went through the goalkeeper's legs. The victory was enough for England to finish at the top of the group, whilst Wales finished at the bottom with just one point.",231
346,wiki,"The teams had met twice previously. Iran won 2–1 in the 1998 FIFA World Cup in France and the teams drew 1–1 in 2000 friendly. Prior to the match the United States Soccer Federation displayed Iran’s national flag on social media without the emblem of the Islamic Republic. The removal of the emblem showed support for the women in Iran fighting for basic human rights, according to the Federation. In response, Iran state media reported that the United States should be immediately removed from the tournament and suspended for ten games for a “distorted image” of the country’s flag. Following this, the emblem was returned to the flag.Both teams were guaranteed qualification to the round of 16 with a win, whilst Iran would qualify with a draw, provided Wales did not defeat England. Pulisic scored the only goal of the game for the United States in the 38th minute, being injured in the process. The United States team qualified to play the Netherlands in the round of 16, whilst England played Senegal.",172
347,wiki,"Fair play points would have been used as tiebreakers if the overall and head-to-head records of teams were tied. These were calculated based on yellow and red cards received in all group matches as follows:
first yellow card: −1 point;
indirect red card (second yellow card): −3 points;
direct red card: −4 points;
yellow card and direct red card: −5 points;Only one of the above deductions was applied to a player in a single match.",75
348,wiki,"The Qatar 2022 FIFA World Cup bid was a successful bid by Qatar to host the 2022 FIFA World Cup. With a population of 2 million people, Qatar was the first Arab state to host the World Cup. Sheikh Mohammed bin Hamad bin Khalifa Al-Thani, son of Hamad bin Khalifa Al Thani the then Emir of Qatar, was the chairman of the bid committee.
Qatar promoted their hosting of the tournament as representing the Arab World, and has drawn support from across the member states of the Arab League. They also positioned their bid as an opportunity to bridge the gap between the Arab World and the West.In November 2010, Qatar hosted a friendly match between Brazil and Argentina.Former president of FIFA Sepp Blatter endorsed the idea of having a World Cup in the Arab World, saying in April 2010: ""The Arabic world deserves a World Cup. They have 22 countries and have not had any opportunity to organize the tournament"". Blatter also praised Qatar's progress: ""When I was first in Qatar there were 400,000 people here and now there are 1.6 million. In terms of infrastructure, when you are able to organise the Asian Games (in 2006) with more than 30 events for men and women, then that is not in question"".  On the 2nd of December 2010, it was announced that Qatar will host the 2022 FIFA World Cup.",231
349,wiki,"Working against the Qatar bid was the extreme temperature in the desert country. The World Cup always takes place during the European off-season in June and July. During this period the average daytime high in most of Qatar exceeds 40 °C (104 °F), the average daily low temperatures not dropping below 30 °C (86 °F).  In response to this issue, Sheikh Mohammed bin Hamad bin Khalifa al-Thani, the 2022 Qatar bid chairman, has stated, ""the event has to be organized in June or July. We will have to take the help of technology to counter the harsh weather. We have already set in motion the process. A stadium with controlled temperature is the answer to the problem. We have other plans up our sleeves as well"".",126
350,wiki,,0
351,wiki,"The first five proposed stadiums for the World Cup were unveiled at the beginning of March 2010. The stadium will employ cooling technology capable of reducing temperatures within the stadium by up to 20°C (36°F), and the upper tiers of the stadium will be disassembled after the World Cup and donated to countries with less developed sports infrastructure. All of the five stadium projects launched have been designed by German architect Albert Speer & Partners.The Air Conditioning in the stadiums for both the players and spectators will be solar powered, carbon neutral and provided by Arup of England.The Al-Khor Stadium is planned for Al-Khor city, located 50 kilometres north of Doha. The stadium will have a total capacity of 45,330, with 19,830 of the seats forming part of a temporary modular upper tier. The Al-Wakrah stadium, to be located in Al-Wakrah city in southern Qatar, will have a total capacity of 45,120 seats. The stadium will also contain a temporary upper tier of 25,500 seats. The stadium will be surrounded by large solar panels and will be decorated with Islamic art. The Al-Wakrah and Al-Khor stadiums would have been built regardless of whether Qatar was awarded the World Cup, according to the bid committee. However, the temporary upper-tier sections would not have been added if Qatar had lost the right to host the tournament.",224
352,wiki,,0
353,wiki,"During May 2011, bribery on the part of two members of the FIFA Executive Committee were tabled by Lord Triesman of the English FA. These allegations were based on information from a whistleblower involved with the Qatari bid. FIFA has since opened an internal inquiry into the matter, and would consider a revote on the 2022 World Cup if the allegations were proven.  Former FIFA president Sepp Blatter conceded in 2011 that there was widespread support to re-hold the 2022 vote won by Qatar.In testimony to a UK parliamentary inquiry board in May 2011 Lord Triesman alleged that Trinidad and Tobago's Jack Warner demanded $4 million for an education center in his country and Paraguay's Nicolás Léoz asked for an honorary knighthood in exchange for their votes.  Also, two Sunday Times reporters testified that they had been told that Jacques Anouma of the Ivory Coast and Issa Hayatou of Cameroon were each paid $1.5 million to support Qatar's bid for the tournament.  All four have denied the allegations.  Mohammed bin Hammam, who played a key role in securing the games for Qatar, withdrew as a candidate for president of FIFA in May 2011 after being accused of bribing 25 FIFA officials to vote for his candidacy. Both Bin Hammam and Warner were suspended by FIFA in wake of these allegations, with Warner reacting to his suspension by questioning Blatter's conduct and adding that FIFA secretary general Jerome Valcke had also told him that Qatar had bought the 2022 World Cup. Valcke subsequently issued a statement denying he had suggested it was bribery, saying instead that the country had ""used its financial muscle to lobby for support"".
Qatar officials denied any impropriety and insist that the corruption allegations are being driven by envy and mistrust by those who do not want the World Cup staged in Qatar. Qatar Airways CEO Akbar Al Baker gave an interview to German media in June 2014 stating that ""The country is not getting the respect it deserves over its efforts to hold the World Cup and that the Qatari Emir strictly punishes and forbids instances of corruption and bribery with a zero-tolerance policy"".According to leaked documents seen by The Sunday Times, Qatari state-owned television channel Al Jazeera (now beIN Sport) secretly offered $400 million to FIFA, for broadcasting rights, just 21 days before FIFA announced that Qatar will hold the 2022 World Cup. The contract also documented a secret TV deal between FIFA and Qatar's state run media broadcast Al Jazeera that $100 million will also be paid into a designated FIFA account only if Qatar wins the World Cup ballot in 2010. An additional $480 million was also offered by the State of Qatar government, three years after the initial offer, which brings the amount to $880 million offered by Qatar to host the 2022 world cup. The documents are now part of the bribery inquiry by Swiss Police. FIFA refused to comment on the inquiry and responded to The Sunday Times in an email and wrote “allegations linked to the Fifa World Cup 2022 bid have already been extensively commented by Fifa, who in June 2017 published the Garcia report in full on Fifa.com. Furthermore, please note that Fifa lodged a criminal complaint with the Office of the Attorney General of Switzerland, which is still pending. Fifa is and will continue to cooperate with the authorities.” A beIN spokesman said in a statement that the company would not “respond to unsubstantiated or wildly speculative allegations.”",582
354,wiki,"A major element of controversy pertaining to the 2022 FIFA World Cup has been the use of migrant labor in constructing Qatar's several new stadiums for the tournament. Human rights organization Amnesty International has criticized Qatar's treatment of migrant workers and argued in a 56-page report that Qatar has failed to investigate, remedy and prevent the deaths of these workers, subjecting them to inhumane, unhealthy and dangerous conditions while also underpaying them and in some cases preventing them to leave.The football associations of several countries qualified for the tournament have taken stands against these alleged human rights violations, and teams such as the Netherlands and Germany have made symbolic protest actions to show their disapproval.Responding to the allegation that as many as 6,500 migrant workers may have died as the result of inhumane labor conditions, representatives from Qatar's labor ministry have stated that ""no other country has come so far on labour reform in such a short amount of time, but we acknowledge that there is more work to be done"".",171
355,wiki,"The World Cup is usually held in the northern hemisphere summer. During this season in Qatar, the temperature can get to 50 °C (122 °F). Qatar says that this will not be a problem for it hosting the World Cup. A section from Qatar 2022 Bid official site explains:

""Each of the five stadia will harness the power of the sun's rays to provide a cool environment for players and fans by converting solar energy into electricity that will then be used to cool both fans and players at the stadia. When games are not taking place, the solar installations at the stadia will export energy onto the power grid. During matches, the stadia will draw energy from the grid. This is the basis for the stadia's carbon neutrality. Along with the stadia, we plan to make the cooling technologies we’ve developed available to other countries in hot climates, so that they too can host major sporting events"".An example of this occurred during the 2018 World Cup qualifier with China under air conditioning, which happened on 8 October 2015.
Such cooling techniques will be able to reduce temperatures from 45 to 25 degrees Celsius (113 to 77 °F), which would be comfortable for players and spectators during matches, the bid also proposes these cooling technologies to be used in fan-zones, training pitches and walkways between Metro stations and stadia.
But if anyone enters an area without this technology, they may still be exposed to extreme levels of heat.
Qatar declared their intention to change the dates of the World Cup to winter immediately upon being award the Cup because of all the controversy surrounding the topic.",276
356,wiki,"Alcohol can currently be consumed legally in hotel bars and clubs by showing a passport for reporting and a special permit to attend the club. The question of whether alcohol was allowed to be consumed in additional areas and at the games themselves was asked, Hassan Abdullah al Thawed, chief executive of the Qatar 2022 World Cup bid, said the Muslim state would also permit alcohol consumption during the World Cup. Qatar's bid promised that beer would be permitted at stadia, but this promise was reneged just days before the first game. A few specific fan-zones were set up during the event, that would provide alcohol for sale. Also certain bars were developed for all the tourists coming to support their chosen teams in the World Cup.",127
357,wiki,"QNB Group
Qatar Airways
Blue Salon
Lambie-Nairn
Star group SAHIL shoe",11
358,wiki,"Group F of the 2022 FIFA World Cup took place from 23 November to 1 December 2022. The group consisted of Belgium, Canada, Morocco and Croatia. The top two teams, Morocco and Croatia, advanced to the round of 16, and later reached the semi-finals. Morocco advanced to the knockout stage for the first time since 1986. By winning the group, they became the first African team to do so since Nigeria in 1998. Belgium failed to advance out of the group round for the first time, also since 1998.The two teams that progressed out of the group, Croatia and Morocco, eventually faced each other again in the third-place play-off game, with Croatia winning 2–1.",114
359,wiki,Notes,1
360,wiki,"In the round of 16:

The winners of Group F, Morocco, advanced to play the runners-up of Group E, Spain.
The runners-up of Group F, Croatia, advanced to play the winners of Group E, Japan.",35
361,wiki,"All times listed are local, AST (UTC+3).",7
362,wiki,"The two teams had faced each other once in a 1996 friendly match, which ended 2–2. They would then go on to play in the 3rd place match, the second straight tournament where the 3rd place match consisted of two teams drawn in the same group.",46
363,wiki,"The two teams had faced each other once in 1989 in a friendly game, with Belgium winning 2–0. Canada's manager, Englishman John Herdman, became the first manager to coach a team in both the men's and women's World Cup.Near the end of the first half, Michy Batshuayi scored the only goal of the match following a long-range pass upfield from defender Toby Alderweireld. Despite dominating the game and having 19 attempts on goal, including a penalty kick saved by Thibaut Courtois, Canada could not score.",85
364,wiki,"The teams had met in three matches including once in the World Cup, in Belgium's 1–0 group stage victory in 1994.
In the 73rd minute Romain Saïss put Morocco into the lead when he glanced the ball in at close range after a free-kick wide out on the left from Abdelhamid Sabiri deceived Belgian goalkeeper Thibaut Courtois at the near post. Zakaria Aboukhlal made it 2–0 in added time when he finished high to the right corner of the net after a cut-back from Hakim Ziyech on the right. This was the third victory for Morocco in World Cup history.
The Belgian defeat sparked riots back in Belgium, with residents fires and fireworks being set off.",116
365,wiki,"The two teams had never met before.
Alphonso Davies scored Canada's first-ever World Cup goal with a header in the second minute to give Canada the lead. Goals by Marko Livaja, Lovro Majer and two by Andrej Kramarić for Croatia completed a 4–1 victory.",44
366,wiki,"The two teams had faced each other eight times, most recently in 2021, a 1–0 win for Belgium in a friendly game.
Belgium was unable to capitalize in their match against Croatia in a 0–0 draw, which led to their group-stage exit.",42
367,wiki,"The two teams had faced each other three times, most recently in 2016, in a friendly game, Morocco won 4–0.
Canada and hosts Qatar were the only teams to fail to earn at least a point at this World Cup. Canada remains winless at World Cups with six losses. Nayef Aguerd became the first player to score an own goal in the 2022 World Cup.",65
368,wiki,"Fair play points would have been used as tiebreakers if teams' overall and head-to-head records were tied. These were calculated based on yellow and red cards received in all group matches as follows:
first yellow card: −1 point;
indirect red card (second yellow card): −3 points;
direct red card: −4 points;
yellow card and direct red card: −5 points;Only one of the above deductions was applied to a player in a single match.",73
369,wiki,"Australia submitted an unsuccessful bid for the 2022 FIFA World Cup. On 2 December 2010 FIFA announced that the event would be held in Qatar. Australia also lodged a bid for the 2018 World Cup, but withdrew the bid on 10 June 2010. The 2018 and 2022 World Cups will be the 21st and 22nd editions of the FIFA World Cup. The bidding procedure to host both the 2018 and 2022 FIFA World Cup began in January 2009, and national associations had until 2 February 2009 to register their interest. The bid was presented by Frank Lowy, Ben Buckley, Quentin Bryce and Elle Macpherson.",104
370,wiki,"After decades of hypothesising Australia's credentials to host the FIFA World Cup, the Howard Government welcomed tentative investigations into the viability of hosting the tournament as early as 2002. Football Australia, known at the time as Soccer Australia, targeted bidding for the 2014 edition of the tournament. After realising that Brazil were overwhelmingly likely to receive the hosting rights - which they did in 2007 - Football Federation Australia focused on a formal bid for the 2018 FIFA World Cup, announcing their intention to do so in November 2007. After FIFA in December 2008 announced they would be accepting bids for both the 2018 and 2022 FIFA World Cup, Australia registered their intention to bid with FIFA for the 2022 FIFA World Cup in February 2009.
The bid was officially launched on 14 June 2009 at Parliament House in Canberra.",140
371,wiki,,0
372,wiki,,0
373,wiki,The following are the 12 venues that were submitted to FIFA on 14 May 2010 as part of the FFA's bid to host the 2022 FIFA World Cup:,28
374,wiki,"The following is a list of stadiums that were considered at one time as part of the FFA's bid to host the 2022 FIFA World Cup, but did not make the final cut:",33
375,wiki,"Of the Australian stadiums that meet FIFA's seating criteria, none are primary association football venues. They are predominantly cricket, Australian rules football and rugby league playing venues. At the proposed time of the World Cup during the northern hemisphere summer, these facilities are normally in regular season use by Australian rules football and the rugby codes. Former England international, Peter Withe, now living in Australia, observed that ""... there are some great stadiums in Australia but a lot of them are Aussie rules arenas. These are not great for the round ball.""The need for all World Cup stadia to be used only for World Cup games prior to and during the World Cup caused controversy with the Australian Football League, and National Rugby League, who claim that loss of access to almost all their major venues for eight weeks would severely disrupt their seasons and even impact the viability of their clubs. The AFL advised it would not give up Docklands Stadium in Melbourne, and the management of Docklands Stadium (which includes the AFL as part owners of the venue) ruled out use of the stadium for the bid. The use of these shared venues remains the only option for the bid, with the Australian authorities unwilling to invest massive amounts of money in new association football-only stadia. The development of Kardinia Park (Skilled Stadium) in Geelong has been proposed to replace the loss of Docklands Stadium in the FFA bid, following the World Cup the stadium would be reconfigured to a larger oval for AFL use. Compensation claims for the disrupted seasons of the local codes may run into several hundred million dollars. The AFL and NRL and possibly also the Australian Rugby Union (ARU) will lobby for equity from government.
The AFL, NRL and FFA announced it had signed a Memorandum of Understanding on 9 May 2010, guaranteeing the AFL and NRL seasons will continue, should the bid be successful, and compensation for the other football codes may be awarded as a result of any disruptions caused by hosting the World Cup.The seasons for Australia's football codes are as follows:

""Q"" denotes pre-competition qualifiers
""S"" denotes the start of the regular-season.
""P"" denotes playoff(s)/postseason/knockout stages.
""F"" denotes Final(s).",370
376,wiki,"Several stories in the Australian media question the restrictions and privileges that FIFA will demand of host cities at taxpayer expense, in addition to the need to build and improve so many stadia or whether ""mega-events"" like the World Cup are cost-effective. The FFA has argued that these costs are overstated.A report conducted by McKinsey consultants on behalf of FIFA, rated an Australian World Cup to be the worst in term of revenue. The United States were rated at 100%, Japan 73%, South Korea 71%, Qatar 70%, and Australia on 68%.A study by global research firm IBISWorld claimed that the 2022 World Cup would be worth $35.5 billion to the Australian economy – four times the amount generated by the 2000 Sydney Olympics.",123
377,wiki,"Australia's bid has received government support from an early stage, with former-Prime Minister John Howard announcing federal and state/territory government support before FFA announced their intention to bid.Bid Chairman Frank Lowy AC announced at the bid launch that he has the personal commitment of the then-Australian Prime Minister, Kevin Rudd, who announced the Federal Government's support for the bid in February 2008. In December 2008, Federal minister for sport Kate Ellis announced that the federal government would give Football Federation Australia $45.6 million to fund its World Cup bid preparation. Leader of the Opposition Malcolm Turnbull affirmed the support of the Opposition on 11 December 2008 and again at the formal launch of the bid in June 2009.Rudd met with Sepp Blatter to discuss the Federal Government's support of the bid in Zurich in July 2009.On 23 December 2009, with concerns over costs and effects of the bid upon other sporting codes, the Federal Government established a task force to take over much of the communication lacking by the bid in Australia. The taskforce will negotiate with governments regarding responsibility for stadium improvements, new facilities and financial guarantees. It will also organise and clarify ground-sharing arrangements with other sports and possible compensation for loss of venues.",206
378,wiki,"Australia's bid website was launched 14 June 2009 and contained bid information as well as being a social media platform where users could share content and connect with each other.
At the launch, FFA chairman Frank Lowy AC said the people of Australia were its ""secret weapon"" to snaring the 2018 or 2022 FIFA World Cup and encouraged the public to join the Association football-themed social networking web site. The public campaign was the first bid for a major event driven almost entirely by social media. Actress Nicole Kidman, actor Hugh Jackman, model Elle Macpherson and sports stars Ian Thorpe (swimming), Liz Ellis (netball), Mark Webber (Formula One) and Steve Waugh (cricket) joined to help promote the bid.",118
379,wiki,"Qantas
Cisco Systems
PricewaterhouseCoopers",4
380,wiki,"Group D of the 2022 FIFA World Cup took place from 22 to 30 November 2022. The group consisted of reigning world champions France, Australia, Denmark and Tunisia. The top two teams, France and Australia advanced to the round of 16. Australia, Denmark and France were also in Group C of the previous World Cup.",55
381,wiki,Notes,1
382,wiki,"In the round of 16:

The winners of Group D, France, advanced to play the runners-up of Group C, Poland.
The runners-up of Group D, Australia, advanced to play the winners of Group C, Argentina.",35
383,wiki,"All times listed are local, AST (UTC+3).",7
384,wiki,"The two teams had faced each other twice, most recently in 2002, a 2–1 win for Denmark in a friendly game.
Denmark was not able to capitalize in their opening game; although Tunisia failed to score a single goal themselves, Aïssa Laïdouni earned the Man of the Match award for his defensive heroics.",53
385,wiki,"The two teams had faced each other five times, including once in the World Cup, in France's 2–1 victory in 2018 en route to the title. They also met in Australia's 1–0 win against the reigning world champions (having previously won the 1998 FIFA World Cup) at the 2001 FIFA Confederations Cup.
In the ninth minute Craig Goodwin gave Australia the lead when he finished at the back post high into the net after a low cross from the right by Mathew Leckie. Adrien Rabiot made it 1–1 when he headed to the net from a Théo Hernandez cross from the left. France took the lead five minutes later when Olivier Giroud side footed to the net after a low cross from Rabiot from the left.
In the 68th minute Kylian Mbappé scored with a header from six yards out to the left corner after a cross from Ousmane Dembélé on the right. Giroud got his second with another header after a Mbappé cross from the left to make it 4–1.
Giroud's second goal equalled Thierry Henry's all-time scoring record of 51 goals for France. France's win marked the first time since 2006 that the defending champion won their opening game. On the other hand, Craig Goodwin's goal was the fastest conceded goal for France since the 1982 FIFA World Cup.French defender Lucas Hernandez suffered a torn ACL after 13 minutes of the match.",234
386,wiki,"The two teams had faced each other twice, most recently in Tunisia's 2–0 win at the 2005 FIFA Confederations Cup.
Australia beat Tunisia 1–0 as a result of a Mitchell Duke header in the 23rd minute to secure their first win in a World Cup match since they defeated Serbia 2–1 in 2010. This was also Australia's first clean sheet since they drew 0–0 with Chile in 1974.",68
387,wiki,"The teams had met thrice in the World Cup, all in the group stage with three different results; France won 2–1 in 1998, Denmark won 2–0 in 2002 and the teams drew 0–0 in 2018.
France won 2–1 and qualified for the knockout stage, thus becoming the first defending champions since Brazil in 2006 to advance from the group stage. Among European countries, they were the first World Cup holders to qualify for the knockout stage since Germany in 1994.",80
388,wiki,"The teams had met once in the World Cup, a 1–1 draw in 2018.
Australia won the game 1–0 to finish second in the group. The only goal of the match was scored by Mathew Leckie in the 60th minute with a low left-foot finish to the bottom right corner of the net. This result meant that Australia progressed to the knockout stage for the second time in their World Cup history, the first time since 2006 and the first time they did it as a member of the AFC. This was also the first time that Australia had won two consecutive matches, scored in every group stage game, and kept a clean sheet twice in a World Cup.",119
389,wiki,"The two teams had faced each other four times, most recently in 2010 friendly, a 1–1 draw.
Wahbi Khazri put Tunisia into the lead in the 58th minute with a low shot to the bottom right corner. At that stage, Tunisia was in a position to qualify from the group. However, two minutes later Australia went in front against Denmark in the other match taking place at the same time, which put Tunisia outside of the qualifying positions. In added time, Antoine Griezmann scored to seemingly make it 1–1 with a volley but the goal was ruled out by VAR for offside. Australia went on to beat Denmark, which meant that Tunisia finished third in the group and failed to get into the knockout stage for the sixth consecutive World Cup.Viewers tuning in to French television for the match missed that the French team had lost the game 1–0. TF1 switched to an ad after Griezmann had seemingly levelled the game late in stoppage time, causing French viewers to miss the pitchside monitor consultation that led VAR to rule that Griezmann had been offside. French football supporters awoke in shock the following morning to belatedly discover that the game had not ended in a tie at all, but in a surprise defeat for the reigning world champions. The incident brought to mind the time British broadcaster ITV cut for an ad break and missed Steven Gerrard scoring England's opening goal at the 2010 FIFA World Cup.",246
390,wiki,"Fair play points would have been used as tiebreakers if the overall and head-to-head records of teams were tied. These were calculated based on yellow and red cards received in all group matches as follows:
first yellow card: −1 point;
indirect red card (second yellow card): −3 points;
direct red card: −4 points;
yellow card and direct red card: −5 points;Only one of the above deductions was applied to a player in a single match.",75
391,wiki,"Group E of the 2022 FIFA World Cup took place from 23 November to 1 December 2022. The group consisted of Spain, Costa Rica, Germany, and Japan. The top two teams, Japan and Spain advanced to the round of 16. Japan became the first Asian team to win a World Cup group since themselves in Group H and South Korea in Group D, both in 2002, a tournament both countries co-hosted. Germany was eliminated from the group stage for the second consecutive tournament after going out as defending champions in 2018. They became the second reigning world champions to be eliminated in the group stage of the two subsequent tournaments, following the 2006 winners Italy.",115
392,wiki,Notes,1
